KP_lab_id	KP_NCBI_id	blastn_length	KP_lab_length	KP_NCBI_length	covrage(%)
CPB0661	MT682064.1	127	158135	46391	0.12418958958763189
CPB0661	NC_054653.1	127	158135	46391	0.12418958958763189
CPB0523	MW722082.1	127	159259	45424	0.12409433123415232
CPB0523	NC_054654.1	127	159259	45424	0.12409433123415232
CPB0170	OK490416.1	58	46721	46765	0.12408275035834242
CPB0171	OK490416.1	58	46721	46765	0.12408275035834242
CPB0661	MZ318367.1	127	158135	46774	0.1239574640450151
CPB0255	OL362277.1	125	155409	46373	0.12389608587485504
CPB0661	MK327140.1	127	158135	46907	0.12387705933418519
CPB0661	NC_054652.1	127	158135	46907	0.12387705933418519
CPB0504	MW495044.2	151	167296	76617	0.12381463882613881
CPB0504	NC_055919.1	151	167296	76617	0.12381463882613881
CPB0257	OL604152.1	132	156395	56858	0.12379661716365069
CPB0258	OL604152.1	132	156498	56858	0.12373685295937306
CPB0523	MZ836210.1	127	159259	46100	0.12368583797155226
CPB0494	MG428990.1	128	49874	157281	0.12357896261253651
CPB0494	NC_047901.1	128	49874	157281	0.12357896261253651
CPB0523	MT682064.1	127	159259	46391	0.12351081935327012
CPB0523	NC_054653.1	127	159259	46391	0.12351081935327012
CPB0661	MN689778.1	128	158135	49169	0.12349014008412766
CPB0257	OL362277.1	125	156395	46373	0.12329361634971989
CPB0258	OL362277.1	125	156498	46373	0.12323101872618561
CPB0490	MZ322895.1	155	76768	174826	0.1232143850807253
CPB0652	MW722082.1	127	160843	45424	0.12314136531776776
CPB0652	NC_054654.1	127	160843	45424	0.12314136531776776
CPB0653	MW722082.1	127	160843	45424	0.12314136531776776
CPB0653	NC_054654.1	127	160843	45424	0.12314136531776776
CPB0666	MW722082.1	127	160843	45424	0.12314136531776776
CPB0666	NC_054654.1	127	160843	45424	0.12314136531776776
CPB0513	MG428991.1	127	46670	159631	0.12312107066858619
CPB0513	NC_047900.1	127	46670	159631	0.12312107066858619
CPB0094	KY271400.1	43	50733	19260	0.12286942980012287
CPB0523	MN689778.1	128	159259	49169	0.12282418868865988
CPB0661	OL604152.1	132	158135	56858	0.12279469564125343
CPB0447	OM194189.1	49	39450	40386	0.12275164086377073
CPB0652	MZ836210.1	127	160843	46100	0.12273911173608192
CPB0653	MZ836210.1	127	160843	46100	0.12273911173608192
CPB0666	MZ836210.1	127	160843	46100	0.12273911173608192
CPB0447	MT813140.1	49	39450	40428	0.12268709782418188
CPB0652	MW119258.1	127	160843	46218	0.12266916512525293
CPB0653	MW119258.1	127	160843	46218	0.12266916512525293
CPB0666	MW119258.1	127	160843	46218	0.12266916512525293
CPB0490	KT001919.1	155	76768	176055	0.12261542660280116
CPB0490	NC_041981.1	155	76768	176055	0.12261542660280116
CPB0490	KT001918.1	155	76768	176081	0.12260281828284866
CPB0490	NC_028750.1	155	76768	176081	0.12260281828284866
CPB0652	MT682064.1	127	160843	46391	0.12256676028064893
CPB0652	NC_054653.1	127	160843	46391	0.12256676028064893
CPB0653	MT682064.1	127	160843	46391	0.12256676028064893
CPB0653	NC_054653.1	127	160843	46391	0.12256676028064893
CPB0666	MT682064.1	127	160843	46391	0.12256676028064893
CPB0666	NC_054653.1	127	160843	46391	0.12256676028064893
CPB0447	MW042789.1	49	39450	40511	0.12255974787709009
CPB0652	MZ318367.1	127	160843	46774	0.12234065611197542
CPB0653	MZ318367.1	127	160843	46774	0.12234065611197542
CPB0666	MZ318367.1	127	160843	46774	0.12234065611197542
CPB0652	MK327140.1	127	160843	46907	0.12226233453670277
CPB0652	NC_054652.1	127	160843	46907	0.12226233453670277
CPB0653	MK327140.1	127	160843	46907	0.12226233453670277
CPB0653	NC_054652.1	127	160843	46907	0.12226233453670277
CPB0666	MK327140.1	127	160843	46907	0.12226233453670277
CPB0666	NC_054652.1	127	160843	46907	0.12226233453670277
CPB0661	OL362277.1	125	158135	46373	0.12224460656795823
CPB0494	MG428991.1	128	49874	159631	0.1221927877616286
CPB0494	NC_047900.1	128	49874	159631	0.1221927877616286
CPB0523	OL604152.1	132	159259	56858	0.12215605435944418
CPB0652	MN689778.1	128	160843	49169	0.12189779631640096
CPB0653	MN689778.1	128	160843	49169	0.12189779631640096
CPB0666	MN689778.1	128	160843	49169	0.12189779631640096
CPB0447	OL409034.1	49	39450	40946	0.12189661177172993
CPB0889	OM630219.1	208	174593	167529	0.12159405124487757
CPB0897	OK490417.1	54	47942	40882	0.1215887597946501
CPB0523	OL362277.1	125	159259	46373	0.12157640834111422
CPB0447	MH172262.1	49	39450	41161	0.12157149768641996
CPB0447	NC_047969.1	49	39450	41161	0.12157149768641996
CPB0652	OL604152.1	132	160843	56858	0.12126724268606943
CPB0653	OL604152.1	132	160843	56858	0.12126724268606943
CPB0666	OL604152.1	132	160843	56858	0.12126724268606943
CPB0652	OL362277.1	125	160843	46373	0.12064705428152267
CPB0653	OL362277.1	125	160843	46373	0.12064705428152267
CPB0666	OL362277.1	125	160843	46373	0.12064705428152267
CPB0480	MT157285.1	155	85412	172138	0.12036497767423801
CPB0513	KY271399.1	56	46670	47014	0.11955083045130438
CPB0447	MT542697.1	48	39450	40877	0.11951149675700574
CPB0480	MZ322895.1	155	85412	174826	0.11912172703448382
CPB0898	MK416022.1	63	48744	57402	0.11870442597931151
CPB0480	KT001919.1	155	85412	176055	0.1185618070349222
CPB0480	NC_041981.1	155	85412	176055	0.1185618070349222
CPB0480	KT001918.1	155	85412	176081	0.11855001854734161
CPB0480	NC_028750.1	155	85412	176081	0.11855001854734161
CPB0159	OK490416.1	57	49525	46765	0.1183923564233046
CPB0897	MN098327.1	54	47942	43727	0.1178151828862538
CPB0897	MK416007.1	51	47942	40495	0.11533634112419008
CPB0897	MK448231.1	55	47942	48131	0.11449626846252328
CPB0513	MK416013.1	59	46670	57025	0.1137952649597377
CPB0475	OK490410.1	52	44169	48629	0.1120713808487252
CPB0475	OK490415.1	52	44169	48629	0.1120713808487252
CPB0897	MK448233.1	50	47942	42666	0.1103655306374713
CPB0897	MK448235.1	50	47942	42666	0.1103655306374713
CPB0183	OK490410.1	52	46020	48629	0.10987966064089426
CPB0183	OK490415.1	52	46020	48629	0.10987966064089426
CPB0170	OK490410.1	52	46721	48629	0.10907184058730991
CPB0170	OK490415.1	52	46721	48629	0.10907184058730991
CPB0171	OK490410.1	52	46721	48629	0.10907184058730991
CPB0171	OK490415.1	52	46721	48629	0.10907184058730991
CPB0669	MW722082.1	104	145843	45424	0.10874850340100486
CPB0669	NC_054654.1	104	145843	45424	0.10874850340100486
CPB0672	MW722082.1	104	145843	45424	0.10874850340100486
CPB0672	NC_054654.1	104	145843	45424	0.10874850340100486
CPB0669	MZ836210.1	104	145843	46100	0.108365504342435
CPB0672	MZ836210.1	104	145843	46100	0.108365504342435
CPB0669	MT682064.1	104	145843	46391	0.10820146280054517
CPB0669	NC_054653.1	104	145843	46391	0.10820146280054517
CPB0672	MT682064.1	104	145843	46391	0.10820146280054517
CPB0672	NC_054653.1	104	145843	46391	0.10820146280054517
CPB0669	MZ318367.1	104	145843	46774	0.10798631481125757
CPB0672	MZ318367.1	104	145843	46774	0.10798631481125757
CPB0269	MK327140.1	49	44068	46907	0.10772190162132453
CPB0269	NC_054652.1	49	44068	46907	0.10772190162132453
CPB0183	KY271401.1	40	46020	29880	0.10540184453227931
CPB0245	MW394390.1	98	45582	141376	0.1048363803635041
CPB0170	KY271401.1	40	46721	29880	0.10443727888669861
CPB0171	KY271401.1	40	46721	29880	0.10443727888669861
CPB0490	OM971648.1	142	76768	198584	0.10314070716755279
CPB0277	MK416011.1	101	156482	39642	0.10299606371479268
CPB0277	NC_049448.1	101	156482	39642	0.10299606371479268
CPB0277	MK433577.1	101	156482	39643	0.1029955385595921
CPB0277	MK433581.1	101	156482	39643	0.1029955385595921
CPB0897	MK714353.1	47	47942	44913	0.1012331053793549
CPB0513	MK422450.1	53	46670	59049	0.10026579895761406
CPB0480	OM971648.1	142	85412	198584	0.10000140847054184
CPB0269	MW394390.1	92	44068	141376	0.09922132827160761
CPB0892	MT939253.1	148	159064	142896	0.09802622863955492
CPB0893	MT939253.1	148	159064	142896	0.09802622863955492
CPB0892	MT178275.1	148	159064	143800	0.09773363621955729
CPB0892	NC_048873.1	148	159064	143800	0.09773363621955729
CPB0893	MT178275.1	148	159064	143800	0.09773363621955729
CPB0893	NC_048873.1	148	159064	143800	0.09773363621955729
CPB0892	KY652726.1	148	159064	147443	0.0965720195623591
CPB0892	NC_048656.1	148	159064	147443	0.0965720195623591
CPB0893	KY652726.1	148	159064	147443	0.0965720195623591
CPB0893	NC_048656.1	148	159064	147443	0.0965720195623591
CPB0159	KY271400.1	33	49525	19260	0.09595115214072836
CPB0490	MT438396.1	105	76768	143369	0.09539514029899562
CPB0897	MK422448.1	52	47942	63032	0.09371564510606087
CPB0279	OL362277.1	44	47692	46373	0.09355233083506087
CPB0183	OK490430.1	40	46020	39508	0.09353661958656814
CPB0183	OK490433.1	40	46020	39508	0.09353661958656814
CPB0183	OK490438.1	40	46020	39508	0.09353661958656814
CPB0183	OK490441.1	40	46020	39508	0.09353661958656814
CPB0183	OK490444.1	40	46020	39508	0.09353661958656814
CPB0183	OK490447.1	40	46020	39508	0.09353661958656814
CPB0183	OK490450.1	40	46020	39508	0.09353661958656814
CPB0183	OK490451.1	40	46020	39508	0.09353661958656814
CPB0183	OK490454.1	40	46020	39508	0.09353661958656814
CPB0183	OK490458.1	40	46020	39508	0.09353661958656814
CPB0891	OL362277.1	44	47774	46373	0.09347084877903704
CPB0170	OK490430.1	40	46721	39508	0.09277621217919725
CPB0170	OK490433.1	40	46721	39508	0.09277621217919725
CPB0170	OK490438.1	40	46721	39508	0.09277621217919725
CPB0170	OK490441.1	40	46721	39508	0.09277621217919725
CPB0170	OK490444.1	40	46721	39508	0.09277621217919725
CPB0170	OK490447.1	40	46721	39508	0.09277621217919725
CPB0170	OK490450.1	40	46721	39508	0.09277621217919725
CPB0170	OK490451.1	40	46721	39508	0.09277621217919725
CPB0170	OK490454.1	40	46721	39508	0.09277621217919725
CPB0170	OK490458.1	40	46721	39508	0.09277621217919725
CPB0171	OK490430.1	40	46721	39508	0.09277621217919725
CPB0171	OK490433.1	40	46721	39508	0.09277621217919725
CPB0171	OK490438.1	40	46721	39508	0.09277621217919725
CPB0171	OK490441.1	40	46721	39508	0.09277621217919725
CPB0171	OK490444.1	40	46721	39508	0.09277621217919725
CPB0171	OK490447.1	40	46721	39508	0.09277621217919725
CPB0171	OK490450.1	40	46721	39508	0.09277621217919725
CPB0171	OK490451.1	40	46721	39508	0.09277621217919725
CPB0171	OK490454.1	40	46721	39508	0.09277621217919725
CPB0171	OK490458.1	40	46721	39508	0.09277621217919725
CPB0845	MW394388.1	107	155015	76339	0.09249894101679677
CPB0475	MK416007.1	39	44169	40495	0.09212888594916376
CPB0849	MW394388.1	107	156692	76339	0.09183327540112689
CPB0157	MW394388.1	107	156792	76339	0.09179388412523432
CPB0518	MW394388.1	107	156802	76339	0.09178994685619432
CPB0662	MW394388.1	107	157364	76339	0.09156921391680894
CPB0286	MT251347.1	50	46856	62420	0.09151140232072916
CPB0286	MT251348.1	50	46856	62420	0.09151140232072916
CPB0286	NC_054965.1	50	46856	62420	0.09151140232072916
CPB0183	MN098327.1	41	46020	43727	0.09136795658907819
CPB0504	MT157285.1	155	167296	172138	0.09132850568888208
CPB0159	KY271399.1	44	49525	47014	0.09115487005251764
CPB0094	MK448231.1	45	50733	48131	0.09103414792037547
CPB0170	MN098327.1	41	46721	43727	0.09065982664072174
CPB0171	MN098327.1	41	46721	43727	0.09065982664072174
CPB0094	MK448228.1	44	50733	46342	0.0906515580736544
CPB0504	MZ322895.1	155	167296	174826	0.09061095164882703
CPB0094	KY271395.1	43	50733	44279	0.09051488233065297
CPB0419	MK416010.1	62	77018	60118	0.09042118772605297
CPB0286	MW394390.1	85	46856	141376	0.09031408049640868
CPB0272	MT251347.1	50	48376	62420	0.09025596591934726
CPB0272	MT251348.1	50	48376	62420	0.09025596591934726
CPB0272	NC_054965.1	50	48376	62420	0.09025596591934726
CPB0183	MK416007.1	39	46020	40495	0.09015777610818933
CPB0455	MW394388.1	107	161166	76339	0.09010336624492116
CPB0521	MW394388.1	105	157130	76339	0.08994770183621809
CPB0272	MW394390.1	85	48376	141376	0.0895906235507399
CPB0897	OK490460.1	39	47942	39144	0.08956663528006797
CPB0897	OK490463.1	39	47942	39144	0.08956663528006797
CPB0897	OK490466.1	39	47942	39144	0.08956663528006797
CPB0897	OK490469.1	39	47942	39144	0.08956663528006797
CPB0897	OK490472.1	39	47942	39144	0.08956663528006797
CPB0475	MW394390.1	83	44169	141376	0.0894661672370584
CPB0170	MK416007.1	39	46721	40495	0.08943313153549808
CPB0171	MK416007.1	39	46721	40495	0.08943313153549808
CPB0419	MK422448.1	62	77018	63032	0.0885398072117101
CPB0182	MW394390.1	83	46408	141376	0.08839943765177012
CPB0170	MW394390.1	83	46721	141376	0.08825233788949319
CPB0171	MW394390.1	83	46721	141376	0.08825233788949319
CPB0183	MW394390.1	82	46020	141376	0.0875152084356123
CPB0094	MK416007.1	39	50733	40495	0.08550006576928136
CPB0159	OK490421.1	40	49525	45500	0.08418837148118916
CPB0094	MK422450.1	46	50733	59049	0.08380244484523874
CPB0897	MK448228.1	39	47942	46342	0.08272877688685248
CPB0269	OK490421.1	37	44068	45500	0.08261879242586638
CPB0159	OK490417.1	37	49525	40882	0.08185206897695975
CPB0247	ON202820.1	83	47663	157100	0.08106933381519121
CPB0279	ON202820.1	83	47692	157100	0.08105785382241493
CPB0891	ON202820.1	83	47774	157100	0.08102541074025987
CPB0521	MG197810.1	83	157130	47797	0.08100445524503848
CPB0265	MG197810.1	83	157226	47797	0.08096652570687192
CPB0247	ON323462.1	83	47663	157384	0.08095704887172209
CPB0247	ON399185.1	83	47663	157384	0.08095704887172209
CPB0279	ON323462.1	83	47692	157384	0.0809456006553668
CPB0279	ON399185.1	83	47692	157384	0.0809456006553668
CPB0264	MG197810.1	83	157326	47797	0.08092705352398318
CPB0891	ON323462.1	83	47774	157384	0.0809132473508223
CPB0891	ON399185.1	83	47774	157384	0.0809132473508223
CPB0508	MG197810.1	83	157680	47797	0.08078763073239341
CPB0250	MG197810.1	83	158067	47797	0.08063575953056387
CPB0247	MN478483.1	83	47663	160795	0.07963234800295503
CPB0247	NC_049472.1	83	47663	160795	0.07963234800295503
CPB0279	MN478483.1	83	47692	160795	0.07962127135025206
CPB0279	NC_049472.1	83	47692	160795	0.07962127135025206
CPB0891	MN478483.1	83	47774	160795	0.07958996782839252
CPB0891	NC_049472.1	83	47774	160795	0.07958996782839252
CPB0906	KT934943.1	95	100263	142987	0.07810894141829394
CPB0906	NC_028659.1	95	100263	142987	0.07810894141829394
CPB0245	OL604152.1	40	45582	56858	0.07809449433814916
CPB0669	MZ571828.1	101	145843	112862	0.07808121219149224
CPB0672	MZ571828.1	101	145843	112862	0.07808121219149224
CPB0159	KY271401.1	31	49525	29880	0.07808072539512625
CPB0182	MK422450.1	41	46408	59049	0.0777568108328513
CPB0094	MK416010.1	43	50733	60118	0.07758161856907018
CPB0475	MK416014.1	28	44169	29301	0.0762215870423302
CPB0279	MZ318367.1	36	47692	46774	0.07621789850316515
CPB0891	MZ318367.1	36	47774	46774	0.07615179591318695
CPB0490	KT934943.1	83	76768	142987	0.07553866806216013
CPB0490	NC_028659.1	83	76768	142987	0.07553866806216013
CPB0897	OK490421.1	35	47942	45500	0.07491278012028853
CPB0159	MK416022.1	40	49525	57402	0.0748173987860877
CPB0183	MK416014.1	28	46020	29301	0.0743484552780765
CPB0182	MK416014.1	28	46408	29301	0.07396742791477896
CPB0170	MK416014.1	28	46721	29301	0.07366288705900924
CPB0171	MK416014.1	28	46721	29301	0.07366288705900924
CPB0845	MN176573.1	73	155015	44266	0.07326338185777871
CPB0269	MZ836210.1	33	44068	46100	0.07319669949427735
CPB0669	OL362277.1	70	145843	46373	0.07283472759811878
CPB0672	OL362277.1	70	145843	46373	0.07283472759811878
CPB0849	MN176573.1	73	156692	44266	0.07265199693468287
CPB0518	MN176573.1	73	156802	44266	0.07261225058189269
CPB0662	MN176573.1	73	157364	44266	0.07240985964390219
CPB0897	MF612073.1	39	47942	61644	0.07117697516106072
CPB0897	NC_054966.1	39	47942	61644	0.07117697516106072
CPB0513	OK490460.1	30	46670	39144	0.06991866129069849
CPB0513	OK490463.1	30	46670	39144	0.06991866129069849
CPB0513	OK490466.1	30	46670	39144	0.06991866129069849
CPB0513	OK490469.1	30	46670	39144	0.06991866129069849
CPB0513	OK490472.1	30	46670	39144	0.06991866129069849
CPB0279	OK490416.1	33	47692	46765	0.0698730639338535
CPB0891	OK490416.1	33	47774	46765	0.06981245835052201
CPB0159	OK490430.1	31	49525	39508	0.06963710085024653
CPB0159	OK490433.1	31	49525	39508	0.06963710085024653
CPB0159	OK490438.1	31	49525	39508	0.06963710085024653
CPB0159	OK490441.1	31	49525	39508	0.06963710085024653
CPB0159	OK490444.1	31	49525	39508	0.06963710085024653
CPB0159	OK490447.1	31	49525	39508	0.06963710085024653
CPB0159	OK490450.1	31	49525	39508	0.06963710085024653
CPB0159	OK490451.1	31	49525	39508	0.06963710085024653
CPB0159	OK490454.1	31	49525	39508	0.06963710085024653
CPB0159	OK490458.1	31	49525	39508	0.06963710085024653
CPB0235	MW394388.1	81	156859	76339	0.06946886336932563
CPB0510	MH729874.1	106	144189	162630	0.06909611203999753
CPB0510	NC_055768.1	106	144189	162630	0.06909611203999753
CPB0466	MW722082.1	32	48256	45424	0.06831767719897523
CPB0466	NC_054654.1	32	48256	45424	0.06831767719897523
CPB0510	OK631811.1	105	144189	163912	0.06815946718770792
CPB0475	KY271395.1	30	44169	44279	0.06783646888567293
CPB0475	KY271396.1	30	44169	44400	0.06774379297496867
CPB0510	OL870319.1	105	144189	165805	0.06774324664348341
CPB0510	MW239157.1	105	144189	165894	0.0677238029817823
CPB0510	MH333064.1	105	144189	166130	0.0676722985057312
CPB0510	NC_055748.1	105	144189	166130	0.0676722985057312
CPB0510	KT239446.1	105	144189	166226	0.06765136994024129
CPB0510	NC_028686.1	105	144189	166226	0.06765136994024129
CPB0510	MZ602148.1	105	144189	166376	0.06761869495918729
CPB0510	MN434095.1	105	144189	166475	0.06759714675662452
CPB0504	MT438396.1	105	167296	143369	0.06759692916807493
CPB0868	MW722082.1	32	49264	45424	0.06759040216289286
CPB0868	NC_054654.1	32	49264	45424	0.06759040216289286
CPB0254	MT438396.1	105	167475	143369	0.06755800337146607
CPB0510	MW021752.1	105	144189	166829	0.0675202078336302
CPB0248	MT438396.1	105	167799	143369	0.06748765939942411
CPB0510	KY000080.1	105	144189	167034	0.06747573283465554
CPB0510	NC_055715.1	105	144189	167034	0.06747573283465554
CPB0510	OM630219.1	105	144189	167529	0.06736858314245568
CPB0510	MT580897.1	105	144189	167920	0.06728418597349003
CPB0510	MG751100.1	105	144189	167989	0.06726931430145622
CPB0510	OL870318.1	105	144189	170051	0.06682790224032586
CPB0245	KY271395.1	30	45582	44279	0.06676978889618411
CPB0159	MF612073.1	37	49525	61644	0.06656531946855689
CPB0159	NC_054966.1	37	49525	61644	0.06656531946855689
CPB0183	KY271395.1	30	46020	44279	0.06644591855945248
CPB0159	KY271396.1	31	49525	44400	0.06601011445302102
CPB0183	MK416013.1	34	46020	57025	0.0659905866369062
CPB0170	KY271395.1	30	46721	44279	0.06593406593406594
CPB0171	KY271395.1	30	46721	44279	0.06593406593406594
CPB0513	KY271396.1	30	46670	44400	0.06588338640606127
CPB0170	MK416013.1	34	46721	57025	0.0655446956991113
CPB0171	MK416013.1	34	46721	57025	0.0655446956991113
CPB0906	KY652726.1	81	100263	147443	0.06540011142241205
CPB0906	NC_048656.1	81	100263	147443	0.06540011142241205
CPB0094	MK422448.1	37	50733	63032	0.06504636751197644
CPB0473	MZ571834.1	32	49277	49568	0.06474783752339522
CPB0161	MH252123.1	102	173100	150925	0.06295810508448423
CPB0161	NC_047994.1	102	173100	150925	0.06295810508448423
CPB0513	MF612073.1	34	46670	61644	0.06278043466218586
CPB0513	NC_054966.1	34	46670	61644	0.06278043466218586
CPB0255	MW394388.1	72	155409	76339	0.06213645856706422
CPB0159	MK416013.1	33	49525	57025	0.06194274988268419
CPB0475	MT251347.1	33	44169	62420	0.061920085562300047
CPB0475	MT251348.1	33	44169	62420	0.061920085562300047
CPB0475	NC_054965.1	33	44169	62420	0.061920085562300047
CPB0257	MW394388.1	72	156395	76339	0.061873211477480726
CPB0258	MW394388.1	72	156498	76339	0.061845840652473616
CPB0903	MW394388.1	72	156957	76339	0.06172416158013854
CPB0159	MK448231.1	30	49525	48131	0.06144015728680265
CPB0183	MT251347.1	33	46020	62420	0.060863150129103656
CPB0183	MT251348.1	33	46020	62420	0.060863150129103656
CPB0183	NC_054965.1	33	46020	62420	0.060863150129103656
CPB0513	OK490410.1	29	46670	48629	0.060861079339762224
CPB0513	OK490415.1	29	46670	48629	0.060861079339762224
CPB0170	OK490421.1	28	46721	45500	0.060723696338144235
CPB0171	OK490421.1	28	46721	45500	0.060723696338144235
CPB0183	MK448228.1	28	46020	46342	0.06063099543102141
CPB0170	MT251347.1	33	46721	62420	0.06047223316627116
CPB0170	MT251348.1	33	46721	62420	0.06047223316627116
CPB0170	NC_054965.1	33	46721	62420	0.06047223316627116
CPB0171	MT251347.1	33	46721	62420	0.06047223316627116
CPB0171	MT251348.1	33	46721	62420	0.06047223316627116
CPB0171	NC_054965.1	33	46721	62420	0.06047223316627116
CPB0159	MZ318367.1	29	49525	46774	0.06022907818357408
CPB0183	KY271399.1	28	46020	47014	0.060193047702990304
CPB0170	MK448228.1	28	46721	46342	0.060174290534369186
CPB0171	MK448228.1	28	46721	46342	0.060174290534369186
CPB0170	KY271399.1	28	46721	47014	0.05974289219608471
CPB0171	KY271399.1	28	46721	47014	0.05974289219608471
CPB0510	MK630230.1	74	144189	110659	0.058073832245102965
CPB0510	MG459987.2	74	144189	111103	0.05797283111104147
CPB0510	NC_042093.1	74	144189	111103	0.05797283111104147
CPB0510	MN434094.1	74	144189	112215	0.05772140840236502
CPB0669	MK630230.1	74	145843	110659	0.05769935517071992
CPB0672	MK630230.1	74	145843	110659	0.05769935517071992
CPB0669	MG459987.2	74	145843	111103	0.057599651288597606
CPB0669	NC_042093.1	74	145843	111103	0.057599651288597606
CPB0672	MG459987.2	74	145843	111103	0.057599651288597606
CPB0672	NC_042093.1	74	145843	111103	0.057599651288597606
CPB0669	MN434094.1	74	145843	112215	0.05735144812406513
CPB0672	MN434094.1	74	145843	112215	0.05735144812406513
CPB0169	MK448233.1	57	157213	42666	0.05703450587605501
CPB0169	MK448235.1	57	157213	42666	0.05703450587605501
CPB0169	KY271395.1	57	157213	44279	0.05657792865225419
CPB0279	MK416010.1	30	47692	60118	0.05565346442816065
CPB0891	MK416010.1	30	47774	60118	0.05561116672227783
CPB0159	MK448237.1	28	49525	51967	0.05517676270050841
CPB0513	MT251347.1	30	46670	62420	0.05500045833715281
CPB0513	MT251348.1	30	46670	62420	0.05500045833715281
CPB0513	NC_054965.1	30	46670	62420	0.05500045833715281
CPB0279	MF612073.1	30	47692	61644	0.054876710324138434
CPB0279	NC_054966.1	30	47692	61644	0.054876710324138434
CPB0891	MF612073.1	30	47774	61644	0.054835584638724885
CPB0891	NC_054966.1	30	47774	61644	0.054835584638724885
CPB0510	OM337876.1	84	144189	167040	0.05397954560789643
CPB0510	KX258185.1	84	144189	168272	0.05376671008541866
CPB0510	NC_031087.1	84	144189	168272	0.05376671008541866
CPB0881	MK448233.1	57	169661	42666	0.05369076942640361
CPB0881	MK448235.1	57	169661	42666	0.05369076942640361
CPB0510	CP062992.1	84	144189	168979	0.053645327747407136
CPB0504	KT934943.1	83	167296	142987	0.05349954718756747
CPB0504	NC_028659.1	83	167296	142987	0.05349954718756747
CPB0254	KT934943.1	83	167475	142987	0.053468701483595414
CPB0254	NC_028659.1	83	167475	142987	0.053468701483595414
CPB0248	KT934943.1	83	167799	142987	0.053412959399715555
CPB0248	NC_028659.1	83	167799	142987	0.053412959399715555
CPB0881	KY271395.1	57	169661	44279	0.05328596802841918
CPB0169	MT251347.1	57	157213	62420	0.05190476840911885
CPB0169	MT251348.1	57	157213	62420	0.05190476840911885
CPB0169	NC_054965.1	57	157213	62420	0.05190476840911885
CPB0159	MK422448.1	29	49525	63032	0.05152944730225575
CPB0254	MW394390.1	78	167475	141376	0.05050979274795937
CPB0288	MW119258.1	51	159208	46218	0.0496529163786473
CPB0288	MZ318367.1	51	159208	46774	0.04951889000009709
CPB0288	MK327140.1	51	159208	46907	0.04948693690415545
CPB0288	NC_054652.1	51	159208	46907	0.04948693690415545
CPB0881	MT251347.1	57	169661	62420	0.04912078110659641
CPB0881	MT251348.1	57	169661	62420	0.04912078110659641
CPB0881	NC_054965.1	57	169661	62420	0.04912078110659641
CPB0157	MN689778.1	50	156792	49169	0.04855288137074495
CPB0235	MN689778.1	50	156859	49169	0.04853709204574136
CPB0157	MW722082.1	49	156792	45424	0.048463029631680976
CPB0157	NC_054654.1	49	156792	45424	0.048463029631680976
CPB0417	MW394388.1	104	352932	76339	0.048454239862464506
CPB0235	MW722082.1	49	156859	45424	0.04844697774899522
CPB0235	NC_054654.1	49	156859	45424	0.04844697774899522
CPB0670	MN689778.1	50	157355	49169	0.04842052255427941
CPB0253	MN689778.1	50	157368	49169	0.04841747483501745
CPB0494	MG770379.1	50	49874	156801	0.0483851457602516
CPB0494	NC_047932.1	50	49874	156801	0.0483851457602516
CPB0671	MN689778.1	50	157552	49169	0.048374378993909666
CPB0670	MW722082.1	49	157355	45424	0.04832847582836487
CPB0670	NC_054654.1	49	157355	45424	0.04832847582836487
CPB0157	MZ836210.1	49	156792	46100	0.04830155945034797
CPB0235	MZ836210.1	49	156859	46100	0.048285614335900354
CPB0671	MW722082.1	49	157552	45424	0.04828157023490462
CPB0671	NC_054654.1	49	157552	45424	0.04828157023490462
CPB0157	MW119258.1	49	156792	46218	0.04827348406482439
CPB0235	MW119258.1	49	156859	46218	0.048257557478197925
CPB0157	OL362277.1	49	156792	46373	0.04823665493564344
CPB0157	MT682064.1	49	156792	46391	0.04823238164610228
CPB0157	NC_054653.1	49	156792	46391	0.04823238164610228
CPB0235	OL362277.1	49	156859	46373	0.04822075263737994
CPB0235	MT682064.1	49	156859	46391	0.04821648216482165
CPB0235	NC_054653.1	49	156859	46391	0.04821648216482165
CPB0494	MZ634341.1	50	49874	157530	0.0482150778191356
CPB0670	MZ836210.1	49	157355	46100	0.04816789953552383
CPB0513	MG770379.1	49	46670	156801	0.048164111839033574
CPB0513	NC_047932.1	49	46670	156801	0.048164111839033574
CPB0157	MZ318367.1	49	156792	46774	0.048141634654117096
CPB0670	MW119258.1	49	157355	46218	0.04813997927033546
CPB0235	MZ318367.1	49	156859	46774	0.04812579493500562
CPB0671	MZ836210.1	49	157552	46100	0.04812130497122542
CPB0157	MK327140.1	49	156792	46907	0.04811020181738742
CPB0157	NC_054652.1	49	156792	46907	0.04811020181738742
CPB0670	OL362277.1	49	157355	46373	0.048103353490929084
CPB0253	OL362277.1	49	157368	46373	0.04810028418433207
CPB0670	MT682064.1	49	157355	46391	0.048099103786086596
CPB0670	NC_054653.1	49	157355	46391	0.048099103786086596
CPB0235	MK327140.1	49	156859	46907	0.048094382772395784
CPB0235	NC_054652.1	49	156859	46907	0.048094382772395784
CPB0671	MW119258.1	49	157552	46218	0.04809343868086568
CPB0671	OL362277.1	49	157552	46373	0.04805688365820767
CPB0671	MT682064.1	49	157552	46391	0.048052642159819164
CPB0671	NC_054653.1	49	157552	46391	0.048052642159819164
CPB0670	MZ318367.1	49	157355	46774	0.04800885714425682
