go_id	category	go_term
GO:0090391	Process	granum assembly
GO:0090392	Process	sepal giant cell differentiation
GO:0090393	Process	sepal giant cell development
GO:0090394	Process	negative regulation of excitatory postsynaptic potential
GO:0090397	Component	stigma papilla
GO:0090398	Process	cellular senescence
GO:0090399	Process	replicative senescence
GO:0090400	Process	stress-induced premature senescence
GO:0090402	Process	oncogene-induced cell senescence
GO:0090403	Process	oxidative stress-induced premature senescence
GO:0090404	Component	pollen tube tip
GO:0090406	Component	pollen tube
GO:0090408	Process	phloem nitrate loading
GO:0090409	Function	malonyl-CoA synthetase activity
GO:0090410	Process	malonate catabolic process
GO:0090411	Function	brassinosteroid binding
GO:0090414	Process	molybdate ion export from vacuole
GO:0090415	Function	7-hydroxymethyl chlorophyll a reductase activity
GO:0090416	Function	nicotinate transmembrane transporter activity
GO:0090417	Function	N-methylnicotinate transmembrane transporter activity
GO:0090419	Process	negative regulation of transcription involved in G2/M transition of mitotic cell cycle
GO:0090421	Process	embryonic meristem initiation
GO:0090422	Function	thiamine pyrophosphate transmembrane transporter activity
GO:0090423	Process	phytochelatin-metal complex formation
GO:0090425	Process	acinar cell differentiation
GO:0090427	Process	activation of meiosis
GO:0090428	Process	perianth development
GO:0090430	Function	caffeoyl-CoA: alcohol caffeoyl transferase activity
GO:0090431	Process	alkyl caffeate ester biosynthetic process
GO:0090432	Function	myristoyl-CoA ligase activity
GO:0090433	Function	palmitoyl-CoA ligase activity
GO:0090434	Function	oleoyl-CoA ligase activity
GO:0090435	Process	protein localization to nuclear envelope
GO:0090436	Process	leaf pavement cell development
GO:0090437	Process	socket cell differentiation
GO:0090438	Function	camelliol C synthase activity
GO:0090439	Function	tetraketide alpha-pyrone synthase activity
GO:0090440	Function	abscisic acid transmembrane transporter activity
GO:0090443	Component	FAR/SIN/STRIPAK complex
GO:0090444	Process	regulation of nematode larval development, heterochronic
GO:0090447	Function	glycerol-3-phosphate 2-O-acyltransferase activity
GO:0090448	Function	glucosinolate:proton symporter activity
GO:0090449	Process	phloem glucosinolate loading
GO:0090451	Process	cotyledon boundary formation
GO:0090461	Process	glutamate homeostasis
GO:0090463	Process	lysine homeostasis
GO:0090464	Process	histidine homeostasis
GO:0090465	Process	arginine homeostasis
GO:0090470	Process	shoot organ boundary specification
GO:0090471	Function	9,15,9'-tri-cis-zeta-carotene isomerase activity
GO:0090472	Process	dibasic protein processing
GO:0090474	Process	arg-arg specific dibasic protein processing
GO:0090481	Process	pyrimidine nucleotide-sugar transmembrane transport
GO:0090482	Function	vitamin transmembrane transporter activity
GO:0090483	Function	phosphatidylglycerol-phosphatidylethanolamine phosphatidyltransferase activity
GO:0090486	Function	small RNA 2'-O-methyltransferase
GO:0090488	Function	polo box domain specific binding
GO:0090494	Process	dopamine uptake
GO:0090497	Process	mesenchymal cell migration
GO:0090498	Component	extrinsic component of Golgi membrane
GO:0090499	Function	pimelyl-[acyl-carrier protein] methyl ester esterase activity
GO:0090500	Process	endocardial cushion to mesenchymal transition
GO:0090501	Process	RNA phosphodiester bond hydrolysis
GO:0090502	Process	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0090503	Process	RNA phosphodiester bond hydrolysis, exonucleolytic
GO:0090504	Process	epiboly
GO:0090506	Process	axillary shoot meristem initiation
GO:0090512	Component	eisosome membrane domain/MCC
GO:0090513	Process	L-histidine transmembrane import into vacuole
GO:0090514	Process	L-tyrosine transmembrane import into vacuole
GO:0090515	Process	L-glutamate transmembrane import into vacuole
GO:0090516	Process	L-serine transmembrane import into vacuole
GO:0090517	Process	L-lysine transmembrane import into vacuole
GO:0090518	Process	L-arginine transmembrane import into vacuole
GO:0090520	Process	sphingolipid mediated signaling pathway
GO:0090521	Process	glomerular visceral epithelial cell migration
GO:0090522	Process	vesicle tethering involved in exocytosis
GO:0090527	Process	actin filament reorganization
GO:0090528	Process	smooth septate junction assembly
GO:0090529	Process	cell septum assembly
GO:0090533	Component	cation-transporting ATPase complex
GO:0090534	Component	calcium ion-transporting ATPase complex
GO:0090537	Component	CERF complex
GO:0090540	Process	bacterial cellulose biosynthetic process
GO:0090541	Function	MIT domain binding
GO:0090543	Component	Flemming body
GO:0090547	Process	response to low humidity
GO:0090548	Process	response to nitrate starvation
GO:0090549	Process	response to carbon starvation
GO:0090554	Function	phosphatidylcholine-translocating ATPase activity
GO:0090555	Function	phosphatidylethanolamine-translocating ATPase activity
GO:0090556	Function	phosphatidylserine-translocating ATPase activity
GO:0090557	Process	establishment of endothelial intestinal barrier
GO:0090558	Process	plant epidermis development
GO:0090559	Process	regulation of membrane permeability
GO:0090560	Function	2-(3-amino-3-carboxypropyl)histidine synthase activity
GO:0090561	Process	nuclear migration during mitotic telophase
GO:0090563	Function	protein-phosphocysteine-sugar phosphotransferase activity
GO:0090564	Function	protein-phosphocysteine-glucose phosphotransferase system transporter activity
GO:0090565	Function	protein-phosphocysteine-mannitol phosphotransferase system transporter activity
GO:0090566	Function	protein-phosphocysteine-N,N'-diacetylchitobiose phosphotransferase system transporter activity
GO:0090567	Process	reproductive shoot system development
GO:0090568	Component	nuclear transcriptional repressor complex
GO:0090571	Component	RNA polymerase II transcription repressor complex
GO:0090575	Component	RNA polymerase II transcription factor complex
GO:0090577	Component	RNA polymerase IV transcription factor complex
GO:0090579	Process	dsDNA loop formation
GO:0090581	Function	protein-phosphocysteine-mannosylglycerate-phosphotransferase system transporter activity
GO:0090582	Function	protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity
GO:0090584	Function	protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
GO:0090585	Function	protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity
GO:0090586	Function	protein-phosphocysteine-N-acetylglucosamine phosphotransferase system transporter activity
GO:0090587	Function	protein-phosphocysteine-glucosamine phosphotransferase system transporter activity
GO:0090588	Function	protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity
GO:0090589	Function	protein-phosphocysteine-trehalose phosphotransferase system transporter activity
GO:0090592	Process	DNA synthesis involved in DNA replication
GO:0090594	Process	inflammatory response to wounding
GO:0090597	Process	nematode male tail mating organ morphogenesis
GO:0090599	Function	alpha-glucosidase activity
GO:0090602	Process	sieve element enucleation
GO:0090603	Process	sieve element differentiation
GO:0090606	Process	single-species surface biofilm formation
GO:0090609	Process	single-species submerged biofilm formation
GO:0090610	Process	bundle sheath cell fate specification
GO:0090611	Process	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway
GO:0090615	Process	mitochondrial mRNA processing
GO:0090617	Process	mitochondrial mRNA 5'-end processing
GO:0090618	Process	DNA clamp unloading
GO:0090619	Component	meiotic spindle pole
GO:0090624	Function	endoribonuclease activity, cleaving miRNA-paired mRNA
GO:0090625	Process	mRNA cleavage involved in gene silencing by siRNA
GO:0090626	Process	plant epidermis morphogenesis
GO:0090627	Process	plant epidermal cell differentiation
GO:0090628	Process	plant epidermal cell fate specification
GO:0090630	Process	activation of GTPase activity
GO:0090632	Function	N-glycolylneuraminic acid (Neu5Gc) cytidylyltransferase activity
GO:0090633	Function	keto-deoxynonulosonic acid (KDN) cytidylyltransferase activity
GO:0090636	Component	outer dense plaque of desmosome
GO:0090637	Component	inner dense plaque of desmosome
GO:0090640	Process	phosphatidylcholine biosynthesis from sn-glycero-3-phosphocholine
GO:0090646	Process	mitochondrial tRNA processing
GO:0090647	Process	modulation of age-related behavioral decline
GO:0090648	Process	response to environmental enrichment
GO:0090649	Process	response to oxygen-glucose deprivation
GO:0090650	Process	cellular response to oxygen-glucose deprivation
GO:0090651	Component	apical cytoplasm
GO:0090656	Process	t-circle formation
GO:0090657	Process	telomeric loop disassembly
GO:0090658	Component	cone matrix sheath
GO:0090659	Process	walking behavior
GO:0090660	Process	cerebrospinal fluid circulation
GO:0090661	Component	box H/ACA telomerase RNP complex
GO:0090663	Process	galanin-activated signaling pathway
GO:0090665	Component	glycoprotein complex
GO:0090666	Process	scaRNA localization to Cajal body
GO:0090668	Process	endothelial cell chemotaxis to vascular endothelial growth factor
GO:0090669	Process	telomerase RNA stabilization
GO:0090671	Process	telomerase RNA localization to Cajal body
GO:0090673	Process	endothelial cell-matrix adhesion
GO:0090675	Process	intermicrovillar adhesion
GO:0090676	Process	calcium ion transmembrane transport via low voltage-gated calcium channel
GO:0090677	Process	reversible differentiation
GO:0090689	Component	cleavage furrow leading edge
GO:0090691	Process	formation of plant organ boundary
GO:0090693	Process	plant organ senescence
GO:0090694	Component	Scc2-Scc4 cohesin loading complex
GO:0090695	Component	Wpl/Pds5 cohesin loading/unloading complex
GO:0090696	Process	post-embryonic plant organ development
GO:0090697	Process	post-embryonic plant organ morphogenesis
GO:0090698	Process	post-embryonic plant morphogenesis
GO:0090699	Process	correction of merotelic kinetochore attachment, meiosis I
GO:0090701	Process	specification of plant organ identity
GO:0090702	Process	non-reproductive fruiting body development
GO:0090704	Function	nicotinate-O-glucosyltransferase activity
GO:0090706	Process	specification of plant organ position
GO:0090708	Process	specification of plant organ axis polarity
GO:0090709	Process	regulation of timing of plant organ formation
GO:0090711	Function	FMN hydrolase activity
GO:0090712	Component	basal pole of outer hair cell
GO:0090721	Process	primary adaptive immune response involving T cells and B cells
GO:0090722	Function	receptor-receptor interaction
GO:0090724	Component	central region of growth cone
GO:0090725	Component	peripheral region of growth cone
GO:0090726	Component	cortical dynamic polarity patch
GO:0090727	Process	positive regulation of brood size
GO:0090729	Function	toxin activity
GO:0090730	Component	Las1 complex
GO:0090732	Component	cofilin-actin rod
GO:0090734	Component	site of DNA damage
GO:0090736	Function	MATH domain binding
GO:0090737	Process	telomere maintenance via telomere trimming
GO:0090740	Component	integral component of pigment granule membrane
GO:0093001	Process	glycolysis from storage polysaccharide through glucose-1-phosphate
GO:0093002	Process	response to nematicide
GO:0095500	Process	acetylcholine receptor signaling pathway
GO:0097001	Function	ceramide binding
GO:0097002	Component	mitochondrial inner boundary membrane
GO:0097003	Function	adipokinetic hormone receptor activity
GO:0097004	Function	adipokinetic hormone binding
GO:0097005	Function	adipokinetic hormone receptor binding
GO:0097006	Process	regulation of plasma lipoprotein particle levels
GO:0097007	Function	4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity
GO:0097008	Function	(3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity
GO:0097009	Process	energy homeostasis
GO:0097010	Process	eukaryotic translation initiation factor 4F complex assembly
GO:0097011	Process	cellular response to granulocyte macrophage colony-stimulating factor stimulus
GO:0097012	Process	response to granulocyte macrophage colony-stimulating factor
GO:0097013	Component	phagocytic vesicle lumen
GO:0097014	Component	ciliary plasm
GO:0097016	Function	L27 domain binding
GO:0097017	Process	renal protein absorption
GO:0097020	Function	COPII adaptor activity
GO:0097021	Process	lymphocyte migration into lymphoid organs
GO:0097022	Process	lymphocyte migration into lymph node
GO:0097023	Function	fructose 6-phosphate aldolase activity
GO:0097025	Component	MPP7-DLG1-LIN7 complex
GO:0097026	Process	dendritic cell dendrite assembly
GO:0097027	Function	ubiquitin-protein transferase activator activity
GO:0097028	Process	dendritic cell differentiation
GO:0097029	Process	mature conventional dendritic cell differentiation
GO:0097030	Function	CENP-A containing nucleosome binding
GO:0097035	Process	regulation of membrane lipid distribution
GO:0097036	Process	regulation of plasma membrane sterol distribution
GO:0097037	Process	heme export
GO:0097038	Component	perinuclear endoplasmic reticulum
GO:0097039	Process	protein linear polyubiquitination
GO:0097042	Component	extrinsic component of fungal-type vacuolar membrane
GO:0097043	Process	histone H3-K56 acetylation
GO:0097044	Process	histone H3-K56 acetylation in response to DNA damage
GO:0097045	Process	phosphatidylserine exposure on blood platelet
GO:0097046	Process	replication fork progression beyond termination site
GO:0097047	Component	DNA replication termination region
GO:0097049	Process	motor neuron apoptotic process
GO:0097050	Process	type B pancreatic cell apoptotic process
GO:0097051	Process	establishment of protein localization to endoplasmic reticulum membrane
GO:0097052	Process	L-kynurenine metabolic process
GO:0097053	Process	L-kynurenine catabolic process
GO:0097054	Process	L-glutamate biosynthetic process
GO:0097055	Process	agmatine biosynthetic process
GO:0097056	Process	selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0097057	Component	TRAF2-GSTP1 complex
GO:0097058	Component	CRLF-CLCF1 complex
GO:0097059	Component	CNTFR-CLCF1 complex
GO:0097060	Component	synaptic membrane
GO:0097061	Process	dendritic spine organization
GO:0097062	Process	dendritic spine maintenance
GO:0097064	Process	ncRNA export from nucleus
GO:0097065	Process	anterior head development
GO:0097066	Process	response to thyroid hormone
GO:0097067	Process	cellular response to thyroid hormone stimulus
GO:0097068	Process	response to thyroxine
GO:0097069	Process	cellular response to thyroxine stimulus
GO:0097070	Process	ductus arteriosus closure
GO:0097078	Component	FAL1-SGD1 complex
GO:0097079	Function	selenite:proton symporter activity
GO:0097080	Process	plasma membrane selenite transport
GO:0097084	Process	vascular smooth muscle cell development
GO:0097089	Process	methyl-branched fatty acid metabolic process
GO:0097090	Process	presynaptic membrane organization
GO:0097091	Process	synaptic vesicle clustering
GO:0097094	Process	craniofacial suture morphogenesis
GO:0097095	Process	frontonasal suture morphogenesis
GO:0097098	Function	DNA/RNA hybrid annealing activity
GO:0097100	Function	supercoiled DNA binding
GO:0097101	Process	blood vessel endothelial cell fate specification
GO:0097102	Process	endothelial tip cell fate specification
GO:0097104	Process	postsynaptic membrane assembly
GO:0097105	Process	presynaptic membrane assembly
GO:0097106	Process	postsynaptic density organization
GO:0097107	Process	postsynaptic density assembly
GO:0097108	Function	hedgehog family protein binding
GO:0097109	Function	neuroligin family protein binding
GO:0097110	Function	scaffold protein binding
GO:0097111	Process	endoplasmic reticulum-Golgi intermediate compartment organization
GO:0097112	Process	gamma-aminobutyric acid receptor clustering
GO:0097113	Process	AMPA glutamate receptor clustering
GO:0097114	Process	NMDA glutamate receptor clustering
GO:0097115	Process	neurexin clustering involved in presynaptic membrane assembly
GO:0097116	Process	gephyrin clustering involved in postsynaptic density assembly
GO:0097117	Process	guanylate kinase-associated protein clustering
GO:0097118	Process	neuroligin clustering involved in postsynaptic membrane assembly
GO:0097119	Process	postsynaptic density protein 95 clustering
GO:0097120	Process	receptor localization to synapse
GO:0097123	Component	cyclin A1-CDK2 complex
GO:0097124	Component	cyclin A2-CDK2 complex
GO:0097125	Component	cyclin B1-CDK1 complex
GO:0097129	Component	cyclin D2-CDK4 complex
GO:0097132	Component	cyclin D2-CDK6 complex
GO:0097134	Component	cyclin E1-CDK2 complex
GO:0097135	Component	cyclin E2-CDK2 complex
GO:0097136	Component	Bcl-2 family protein complex
GO:0097140	Component	BIM-BCL-xl complex
GO:0097141	Component	BIM-BCL-2 complex
GO:0097144	Component	BAX complex
GO:0097145	Component	BAK complex
GO:0097149	Component	centralspindlin complex
GO:0097150	Process	neuronal stem cell population maintenance
GO:0097151	Process	positive regulation of inhibitory postsynaptic potential
GO:0097152	Process	mesenchymal cell apoptotic process
GO:0097153	Function	cysteine-type endopeptidase activity involved in apoptotic process
GO:0097154	Process	GABAergic neuron differentiation
GO:0097155	Process	fasciculation of sensory neuron axon
GO:0097156	Process	fasciculation of motor neuron axon
GO:0097157	Function	pre-mRNA intronic binding
GO:0097158	Function	pre-mRNA intronic pyrimidine-rich binding
GO:0097159	Function	organic cyclic compound binding
GO:0097160	Function	polychlorinated biphenyl binding
GO:0097161	Function	DH domain binding
GO:0097162	Function	MADS box domain binding
GO:0097163	Function	sulfur carrier activity
GO:0097164	Process	ammonium ion metabolic process
GO:0097165	Component	nuclear stress granule
GO:0097167	Process	circadian regulation of translation
GO:0097168	Process	mesenchymal stem cell proliferation
GO:0097169	Component	AIM2 inflammasome complex
GO:0097171	Process	ADP-L-glycero-beta-D-manno-heptose biosynthetic process
GO:0097173	Process	N-acetylmuramic acid catabolic process
GO:0097175	Process	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process
GO:0097176	Process	epoxide metabolic process
GO:0097177	Function	mitochondrial ribosome binding
GO:0097178	Process	ruffle assembly
GO:0097179	Component	protease inhibitor complex
GO:0097180	Component	serine protease inhibitor complex
GO:0097181	Component	protein C inhibitor-coagulation factor V complex
GO:0097182	Component	protein C inhibitor-coagulation factor Xa complex
GO:0097183	Component	protein C inhibitor-coagulation factor XI complex
GO:0097184	Process	response to azide
GO:0097185	Process	cellular response to azide
GO:0097186	Process	amelogenesis
GO:0097187	Process	dentinogenesis
GO:0097188	Process	dentin mineralization
GO:0097190	Process	apoptotic signaling pathway
GO:0097191	Process	extrinsic apoptotic signaling pathway
GO:0097192	Process	extrinsic apoptotic signaling pathway in absence of ligand
GO:0097193	Process	intrinsic apoptotic signaling pathway
GO:0097194	Process	execution phase of apoptosis
GO:0097195	Process	pilomotor reflex
GO:0097196	Component	Shu complex
GO:0097197	Component	tetraspanin-enriched microdomain
GO:0097198	Process	histone H3-K36 trimethylation
GO:0097199	Function	cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:0097200	Function	cysteine-type endopeptidase activity involved in execution phase of apoptosis
GO:0097201	Process	negative regulation of transcription from RNA polymerase II promoter in response to stress
GO:0097202	Process	activation of cysteine-type endopeptidase activity
GO:0097203	Component	phagocytic cup lip
GO:0097204	Component	phagocytic cup base
GO:0097205	Process	renal filtration
GO:0097206	Process	nephrocyte filtration
GO:0097208	Component	alveolar lamellar body
GO:0097209	Component	epidermal lamellar body
GO:0097210	Process	response to gonadotropin-releasing hormone
GO:0097211	Process	cellular response to gonadotropin-releasing hormone
GO:0097212	Process	lysosomal membrane organization
GO:0097213	Process	regulation of lysosomal membrane permeability
GO:0097214	Process	positive regulation of lysosomal membrane permeability
GO:0097216	Function	guanosine tetraphosphate binding
GO:0097218	Component	sieve plate
GO:0097221	Component	M/G1 phase-specific MADS box-forkhead transcription factor complex
GO:0097222	Process	mitochondrial mRNA polyadenylation
GO:0097224	Component	sperm connecting piece
GO:0097225	Component	sperm midpiece
GO:0097226	Component	sperm mitochondrial sheath
GO:0097227	Component	sperm annulus
GO:0097228	Component	sperm principal piece
GO:0097229	Component	sperm end piece
GO:0097230	Process	cell motility in response to potassium ion
GO:0097231	Process	cell motility in response to calcium ion
GO:0097232	Component	lamellar body membrane
GO:0097233	Component	alveolar lamellar body membrane
GO:0097237	Process	cellular response to toxic substance
GO:0097238	Process	cellular response to methylglyoxal
GO:0097239	Process	positive regulation of transcription from RNA polymerase II promoter in response to methylglyoxal
GO:0097240	Process	chromosome attachment to the nuclear envelope
GO:0097241	Process	hematopoietic stem cell migration to bone marrow
GO:0097242	Process	amyloid-beta clearance
GO:0097243	Function	flavonoid binding
GO:0097248	Process	maintenance of protein location in cell cortex of cell tip
GO:0097250	Process	mitochondrial respiratory chain supercomplex assembly
GO:0097252	Process	oligodendrocyte apoptotic process
GO:0097254	Process	renal tubular secretion
GO:0097255	Component	R2TP complex
GO:0097264	Process	self proteolysis
GO:0097266	Function	phenylacetyl-CoA 1,2-epoxidase activity
GO:0097267	Process	omega-hydroxylase P450 pathway
GO:0097268	Component	cytoophidium
GO:0097271	Process	protein localization to bud neck
GO:0097272	Process	ammonia homeostasis
GO:0097273	Process	creatinine homeostasis
GO:0097274	Process	urea homeostasis
GO:0097275	Process	cellular ammonia homeostasis
GO:0097276	Process	cellular creatinine homeostasis
GO:0097277	Process	cellular urea homeostasis
GO:0097278	Process	complement-dependent cytotoxicity
GO:0097281	Process	immune complex formation
GO:0097284	Process	hepatocyte apoptotic process
GO:0097291	Process	renal phosphate ion absorption
GO:0097296	Process	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:0097298	Process	regulation of nucleus size
GO:0097300	Process	programmed necrotic cell death
GO:0097301	Process	regulation of potassium ion concentration by positive regulation of transcription from RNA polymerase II promoter
GO:0097304	Process	lipoprotein biosynthetic process via signal peptide cleavage
GO:0097305	Process	response to alcohol
GO:0097306	Process	cellular response to alcohol
GO:0097308	Process	cellular response to farnesol
GO:0097309	Process	cap1 mRNA methylation
GO:0097310	Process	cap2 mRNA methylation
GO:0097316	Process	cellular response to N-acetyl-D-glucosamine
GO:0097320	Process	plasma membrane tubulation
GO:0097322	Function	7SK snRNA binding
GO:0097323	Process	B cell adhesion
GO:0097324	Process	melanocyte migration
GO:0097325	Process	melanocyte proliferation
GO:0097326	Process	melanocyte adhesion
GO:0097327	Process	response to antineoplastic agent
GO:0097332	Process	response to antipsychotic drug
GO:0097338	Process	response to clozapine
GO:0097339	Process	glycolate transmembrane transport
GO:0097340	Process	inhibition of cysteine-type endopeptidase activity
GO:0097341	Process	zymogen inhibition
GO:0097342	Component	ripoptosome
GO:0097343	Process	ripoptosome assembly
GO:0097344	Component	Rix1 complex
GO:0097345	Process	mitochondrial outer membrane permeabilization
GO:0097347	Component	TAM protein secretion complex
GO:0097350	Process	neutrophil clearance
GO:0097351	Function	toxin-antitoxin pair type II binding
GO:0097352	Process	autophagosome maturation
GO:0097355	Process	protein localization to heterochromatin
GO:0097356	Component	perinucleolar compartment
GO:0097358	Function	D-leucyl-tRNA(Leu) deacylase activity
GO:0097359	Process	UDP-glucosylation
GO:0097361	Component	CIA complex
GO:0097362	Component	MCM8-MCM9 complex
GO:0097363	Function	protein O-GlcNAc transferase activity
GO:0097367	Function	carbohydrate derivative binding
GO:0097368	Process	establishment of Sertoli cell barrier
GO:0097370	Process	protein O-GlcNAcylation via threonine
GO:0097371	Function	MDM2/MDM4 family protein binding
GO:0097372	Function	NAD-dependent histone deacetylase activity (H3-K18 specific)
GO:0097373	Component	MCM core complex
GO:0097374	Process	sensory neuron axon guidance
GO:0097376	Process	interneuron axon guidance
GO:0097379	Process	dorsal spinal cord interneuron posterior axon guidance
GO:0097380	Process	dorsal spinal cord interneuron anterior axon guidance
GO:0097381	Component	photoreceptor disc membrane
GO:0097386	Component	glial cell projection
GO:0097394	Process	telomeric repeat-containing RNA transcription by RNA polymerase II
GO:0097400	Process	interleukin-17-mediated signaling pathway
GO:0097401	Process	synaptic vesicle lumen acidification
GO:0097402	Process	neuroblast migration
GO:0097403	Process	cellular response to raffinose
GO:0097409	Component	glial cytoplasmic inclusion
GO:0097411	Process	hypoxia-inducible factor-1alpha signaling pathway
GO:0097413	Component	Lewy body
GO:0097414	Component	classical Lewy body
GO:0097418	Component	neurofibrillary tangle
GO:0097421	Process	liver regeneration
GO:0097422	Component	tubular endosome
GO:0097427	Component	microtubule bundle
GO:0097428	Process	protein maturation by iron-sulfur cluster transfer
GO:0097430	Process	copper ion import across prospore membrane
GO:0097431	Component	mitotic spindle pole
GO:0097433	Component	dense body
GO:0097434	Function	succinate:proton symporter activity
GO:0097435	Process	supramolecular fiber organization
GO:0097440	Component	apical dendrite
GO:0097441	Component	basal dendrite
GO:0097442	Component	CA3 pyramidal cell dendrite
GO:0097443	Component	sorting endosome
GO:0097444	Component	spine apparatus
GO:0097445	Component	presynaptic active zone dense projection
GO:0097446	Process	protein localization to eisosome filament
GO:0097447	Component	dendritic tree
GO:0097449	Component	astrocyte projection
GO:0097450	Component	astrocyte end-foot
GO:0097451	Component	glial limiting end-foot
GO:0097452	Component	GAIT complex
GO:0097453	Component	mesaxon
GO:0097454	Component	Schwann cell microvillus
GO:0097456	Component	terminal loop
GO:0097457	Component	hippocampal mossy fiber
GO:0097462	Component	Lewy neurite
GO:0097466	Process	ubiquitin-dependent glycoprotein ERAD pathway
GO:0097467	Component	type III terminal bouton
GO:0097468	Process	programmed cell death in response to reactive oxygen species
GO:0097470	Component	ribbon synapse
GO:0097472	Function	cyclin-dependent protein kinase activity
GO:0097473	Process	retinal rod cell apoptotic process
GO:0097474	Process	retinal cone cell apoptotic process
GO:0097475	Process	motor neuron migration
GO:0097476	Process	spinal cord motor neuron migration
GO:0097477	Process	lateral motor column neuron migration
GO:0097479	Process	synaptic vesicle localization
GO:0097482	Component	muscle cell postsynaptic specialization
GO:0097484	Process	dendrite extension
GO:0097485	Process	neuron projection guidance
GO:0097486	Component	multivesicular body lumen
GO:0097487	Component	multivesicular body, internal vesicle
GO:0097489	Component	multivesicular body, internal vesicle lumen
GO:0097490	Process	sympathetic neuron projection extension
GO:0097491	Process	sympathetic neuron projection guidance
GO:0097493	Function	structural molecule activity conferring elasticity
GO:0097494	Process	regulation of vesicle size
GO:0097497	Process	blood vessel endothelial cell delamination
GO:0097498	Process	endothelial tube lumen extension
GO:0097499	Process	protein localization to non-motile cilium
GO:0097500	Process	receptor localization to non-motile cilium
GO:0097501	Process	stress response to metal ion
GO:0097502	Process	mannosylation
GO:0097503	Process	sialylation
GO:0097504	Component	Gemini of coiled bodies
GO:0097505	Component	Rad6-Rad18 complex
GO:0097507	Function	hypoxanthine DNA N-glycosylase activity
GO:0097508	Function	xanthine DNA N-glycosylase activity
GO:0097509	Function	oxanine DNA N-glycosylase activity
GO:0097510	Process	base-excision repair, AP site formation via deaminated base removal
GO:0097512	Component	cardiac myofibril
GO:0097513	Component	myosin II filament
GO:0097516	Component	microvillar actin bundle
GO:0097519	Component	DNA recombinase complex
GO:0097524	Component	sperm plasma membrane
GO:0097525	Component	spliceosomal snRNP complex
GO:0097526	Component	spliceosomal tri-snRNP complex
GO:0097527	Process	necroptotic signaling pathway
GO:0097530	Process	granulocyte migration
GO:0097531	Process	mast cell migration
GO:0097533	Process	cellular stress response to acid chemical
GO:0097535	Process	lymphoid lineage cell migration into thymus
GO:0097536	Process	thymus epithelium morphogenesis
GO:0097539	Component	ciliary transition fiber
GO:0097541	Component	axonemal basal plate
GO:0097542	Component	ciliary tip
GO:0097543	Component	ciliary inversin compartment
GO:0097545	Component	axonemal outer doublet
GO:0097546	Component	ciliary base
GO:0097550	Component	transcriptional preinitiation complex
GO:0097552	Process	mitochondrial double-strand break repair via homologous recombination
GO:0097553	Process	calcium ion transmembrane import into cytosol
GO:0097573	Function	glutathione oxidoreductase activity
GO:0097575	Component	lateral cell cortex
GO:0097576	Process	vacuole fusion
GO:0097577	Process	sequestering of iron ion
GO:0097581	Process	lamellipodium organization
GO:0097582	Component	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex
GO:0097583	Component	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex
GO:0097584	Component	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex
GO:0097585	Component	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex
GO:0097586	Component	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p homodimer complex
GO:0097587	Component	MutLgamma complex
GO:0097588	Process	archaeal or bacterial-type flagellum-dependent cell motility
GO:0097598	Component	sperm cytoplasmic droplet
GO:0097602	Function	cullin family protein binding
GO:0097603	Function	temperature-gated ion channel activity
GO:0097604	Function	temperature-gated cation channel activity
GO:0097619	Component	PTEX complex
GO:0097621	Function	monoamine oxidase activity
GO:0097623	Process	potassium ion export across plasma membrane
GO:0097624	Process	UDP-galactose transmembrane import into Golgi lumen
GO:0097626	Function	low-affinity L-arginine transmembrane transporter activity
GO:0097627	Function	high-affinity L-ornithine transmembrane transporter activity
GO:0097628	Process	distal tip cell migration
GO:0097629	Component	extrinsic component of omegasome membrane
GO:0097631	Component	integral component of omegasome membrane
GO:0097632	Component	extrinsic component of phagophore assembly site membrane
GO:0097635	Component	extrinsic component of autophagosome membrane
GO:0097637	Component	integral component of autophagosome membrane
GO:0097638	Process	L-arginine import across plasma membrane
GO:0097639	Process	L-lysine import across plasma membrane
GO:0097640	Process	L-ornithine import across plasma membrane
GO:0097641	Function	alpha-ketoglutarate-dependent xanthine dioxygenase activity
GO:0097643	Function	amylin receptor activity
GO:0097647	Process	amylin receptor signaling pathway
GO:0097648	Component	G protein-coupled receptor complex
GO:0097649	Component	A axonemal microtubule
GO:0097655	Function	serpin family protein binding
GO:0097656	Process	cell-cell self recognition
