COG	func	name	level_1	level_2
COG3789	S	Uncharacterized protein YjfI, DUF2170 family	POORLY CHARACTERIZED	Function unknown
COG3749	S	Uncharacterized conserved protein, DUF934 family	POORLY CHARACTERIZED	Function unknown
COG4698	S	Uncharacterized protein YpmS	POORLY CHARACTERIZED	Function unknown
COG4951	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2389	S	Uncharacterized metal-binding protein	POORLY CHARACTERIZED	Function unknown
COG3792	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4701	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5462	S	Predicted secreted (periplasmic) protein	POORLY CHARACTERIZED	Function unknown
COG4955	S	Uncharacterized protein YpbB	POORLY CHARACTERIZED	Function unknown
COG3798	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4705	S	Uncharacterized membrane-anchored protein	POORLY CHARACTERIZED	Function unknown
COG3673	S	Uncharacterized protein, PA2063/DUF2235 family	POORLY CHARACTERIZED	Function unknown
COG3174	S	Uncharacterized membrane protein, DUF4010 family	POORLY CHARACTERIZED	Function unknown
COG3132	S	Uncharacterized conserved protein YceH, UPF0502 family	POORLY CHARACTERIZED	Function unknown
COG1710	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4322	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3059	S	Uncharacterized membrane protein YkgB	POORLY CHARACTERIZED	Function unknown
COG5469	S	Predicted metal-binding protein	POORLY CHARACTERIZED	Function unknown
COG2768	S	Uncharacterized Fe-S center protein	POORLY CHARACTERIZED	Function unknown
COG3943	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG2363	S	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	POORLY CHARACTERIZED	Function unknown
COG3184	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5472	S	Predicted small integral membrane protein	POORLY CHARACTERIZED	Function unknown
COG3814	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3813	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4720	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3439	S	Uncharacterized conserved protein, DUF302 family	POORLY CHARACTERIZED	Function unknown
COG2369	S	Uncharacterized conserved protein, contains phage Mu gpF-like domain	POORLY CHARACTERIZED	Function unknown
COG5477	S	Predicted small integral membrane protein	POORLY CHARACTERIZED	Function unknown
COG5480	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4391	S	Uncharacterized conserved protein, contains Zn-finger domain	POORLY CHARACTERIZED	Function unknown
COG3403	S	Uncharacterized protein YcgG, contains conserved FPC and CPF motifs	POORLY CHARACTERIZED	Function unknown
COG3528	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1935	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2445	S	Uncharacterized conserved protein YutE, UPF0331/DUF86 family	POORLY CHARACTERIZED	Function unknown
COG5486	S	Predicted metal-binding membrane protein	POORLY CHARACTERIZED	Function unknown
COG3575	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4024	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3872	S	Uncharacterized conserved protein YqhQ	POORLY CHARACTERIZED	Function unknown
COG3787	S	Uncharacterized conserved protein YhbP, UPF0306 family	POORLY CHARACTERIZED	Function unknown
COG3122	S	Uncharacterized conserved protein YaiL, DUF2058 family	POORLY CHARACTERIZED	Function unknown
COG3921	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG3876	S	Uncharacterized conserved protein YbbC, DUF1343 family	POORLY CHARACTERIZED	Function unknown
COG5497	S	Predicted secreted protein	POORLY CHARACTERIZED	Function unknown
COG4031	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3584	S	3D (Asp-Asp-Asp) domain	POORLY CHARACTERIZED	Function unknown
COG4868	S	Uncharacterized protein, UPF0371 family	POORLY CHARACTERIZED	Function unknown
COG2830	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2832	S	Uncharacterized membrane protein YbaN, DUF454 family	POORLY CHARACTERIZED	Function unknown
COG4874	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4275	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5360	S	Uncharacterized conserved protein, heparinase superfamily	POORLY CHARACTERIZED	Function unknown
COG1255	S	Uncharacterized protein, UPF0146 family	POORLY CHARACTERIZED	Function unknown
COG3551	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3595	S	Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains	POORLY CHARACTERIZED	Function unknown
COG2359	S	Stage V sporulation protein SpoVS  (function unknown)	POORLY CHARACTERIZED	Function unknown
COG1507	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG0011	S	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	POORLY CHARACTERIZED	Function unknown
COG3220	S	Uncharacterized conserved protein, UPF0276 family	POORLY CHARACTERIZED	Function unknown
COG4628	S	Uncharacterized conserved protein, DUF2132 family	POORLY CHARACTERIZED	Function unknown
COG3350	S	Uncharacterized conserved protein, YHS domain	POORLY CHARACTERIZED	Function unknown
COG3100	S	Uncharacterized conserved protein YcgL, UPF0745 family	POORLY CHARACTERIZED	Function unknown
COG2845	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3603	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4887	S	Uncharacterized metal-binding protein conserved in archaea	POORLY CHARACTERIZED	Function unknown
COG1392	S	Uncharacterized conserved protein YkaA, distantly related to PhoU, UPF0111/DUF47 family	POORLY CHARACTERIZED	Function unknown
COG4010	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3860	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2431	S	Uncharacterized membrane protein YbjE, DUF340 family	POORLY CHARACTERIZED	Function unknown
COG3610	S	Uncharacterized membrane protein YjjB, DUF3815 family	POORLY CHARACTERIZED	Function unknown
COG4458	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3234	S	Uncharacterized conserved protein YfaT, DUF1175 family	POORLY CHARACTERIZED	Function unknown
COG4461	S	Uncharacterized protein YPO0702	POORLY CHARACTERIZED	Function unknown
COG4897	S	General stress protein CsbA (function unknown)	POORLY CHARACTERIZED	Function unknown
COG5445	S	Uncharacterized conserved protein YfaQ, DUF2300 domain	POORLY CHARACTERIZED	Function unknown
COG1771	S	Uncharacterized protein, contains N-terminal Zn-finger domain	POORLY CHARACTERIZED	Function unknown
COG5400	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5487	S	Uncharacterized membrane protein YtjA, UPF0391 family	POORLY CHARACTERIZED	Function unknown
COG3536	S	Uncharacterized conserved protein, DUF971 family	POORLY CHARACTERIZED	Function unknown
COG3242	S	Uncharacterized conserved protein YjeT, DUF2065 family	POORLY CHARACTERIZED	Function unknown
COG4222	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG1289	S	Uncharacterized membrane protein YccC	POORLY CHARACTERIZED	Function unknown
COG4070	S	Uncharacterized protein, methanogenesis marker protein 3, UPF0288 family	POORLY CHARACTERIZED	Function unknown
COG4655	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4699	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3878	S	Uncharacterized protein YwqG	POORLY CHARACTERIZED	Function unknown
COG4476	S	Uncharacterized protein YktA, UPF0223 family	POORLY CHARACTERIZED	Function unknown
COG3251	S	Uncharacterized conserved protein YbdZ, MbtH family	POORLY CHARACTERIZED	Function unknown
COG1415	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1295	S	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	POORLY CHARACTERIZED	Function unknown
COG4483	S	Uncharacterized protein YqgQ	POORLY CHARACTERIZED	Function unknown
COG2035	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3008	S	Paraquat-inducible protein B	POORLY CHARACTERIZED	Function unknown
COG1790	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4918	S	Uncharacterized protein YqkB	POORLY CHARACTERIZED	Function unknown
COG4040	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4495	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4496	S	Uncharacterized protein YerC	POORLY CHARACTERIZED	Function unknown
COG5556	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3139	S	Uncharacterized conserved protein YeaC, DUF1315 family	POORLY CHARACTERIZED	Function unknown
COG1430	S	Uncharacterized conserved membrane protein, UPF0127 family	POORLY CHARACTERIZED	Function unknown
COG3894	S	Uncharacterized 2Fe-2 and 4Fe-4S clusters-containing protein, contains DUF4445 domain	POORLY CHARACTERIZED	Function unknown
COG4048	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5564	S	Predicted TIM-barrel enzyme	POORLY CHARACTERIZED	Function unknown
COG3019	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG3268	S	Uncharacterized conserved protein, related to short-chain dehydrogenases	POORLY CHARACTERIZED	Function unknown
COG3647	S	Uncharacterized membrane protein YjdF	POORLY CHARACTERIZED	Function unknown
COG4053	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3650	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG1315	S	Uncharacterized conserved protein, DUF342 family	POORLY CHARACTERIZED	Function unknown
COG1808	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4530	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3152	S	Uncharacterized membrane protein YhaH, DUF805 family	POORLY CHARACTERIZED	Function unknown
COG1810	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3237	S	Uncharacterized conserved protein YjbJ, UPF0337 family	POORLY CHARACTERIZED	Function unknown
COG4939	S	Major membrane immunogen, membrane-anchored lipoprotein	POORLY CHARACTERIZED	Function unknown
COG4818	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4022	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1284	S	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	POORLY CHARACTERIZED	Function unknown
COG3535	S	Uncharacterized conserved protein, DUF917 family	POORLY CHARACTERIZED	Function unknown
COG1656	S	Uncharacterized conserved protein, contains PIN domain	POORLY CHARACTERIZED	Function unknown
COG3162	S	Uncharacterized membrane protein, DUF485 family	POORLY CHARACTERIZED	Function unknown
COG3874	S	Uncharacterized spore protein YtfJ	POORLY CHARACTERIZED	Function unknown
COG4353	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4994	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1822	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3543	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5276	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG4702	S	Uncharacterized protein, UPF0303 family	POORLY CHARACTERIZED	Function unknown
COG3295	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3932	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG4367	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4704	S	Uncharacterized conserved protein, DUF2141 family	POORLY CHARACTERIZED	Function unknown
COG3930	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4079	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2922	S	Uncharacterized conserved protein Smg, DUF494 family	POORLY CHARACTERIZED	Function unknown
COG3553	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5468	S	Predicted secreted (periplasmic) protein	POORLY CHARACTERIZED	Function unknown
COG4713	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2361	S	Uncharacterized conserved protein, contains HEPN domain	POORLY CHARACTERIZED	Function unknown
COG4380	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3182	S	Uncharacterized iron-regulated membrane protein	POORLY CHARACTERIZED	Function unknown
COG4090	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3309	S	Virulence-associated protein VapD (function unknown)	POORLY CHARACTERIZED	Function unknown
COG3812	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1721	S	Uncharacterized conserved protein, DUF58 family, contains vWF domain	POORLY CHARACTERIZED	Function unknown
COG4847	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1723	S	Uncharacterized protein, Rmd1/YagE family	POORLY CHARACTERIZED	Function unknown
COG3564	S	Uncharacterized conserved protein, DUF779 family	POORLY CHARACTERIZED	Function unknown
COG3691	S	Uncharacterized conserved protein YfcZ, UPF0381/DUF406 family	POORLY CHARACTERIZED	Function unknown
COG5619	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3317	S	Uncharacterized lipoprotein	POORLY CHARACTERIZED	Function unknown
COG1852	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3698	S	Uncharacterized protein YigE, DUF2233 family	POORLY CHARACTERIZED	Function unknown
COG4815	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4103	S	Uncharacterized conserved protein, tellurite resistance protein B (TerB) family	POORLY CHARACTERIZED	Function unknown
COG4983	S	Uncharacterized protein, contains Primase-polymerase (Primpol) domain	POORLY CHARACTERIZED	Function unknown
COG3323	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4984	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4859	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5448	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4306	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3286	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4906	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2461	S	Uncharacterized conserved protein, DUF438 domain, may contain hemerythrin domain	POORLY CHARACTERIZED	Function unknown
COG3084	S	Uncharacterized protein YihD, DUF1040 family	POORLY CHARACTERIZED	Function unknown
COG3332	S	Uncharacterized conserved protein, contains NRDE domain	POORLY CHARACTERIZED	Function unknown
COG2959	S	Uncharacterized conserved protein HemX (no evidence of involvement in heme biosynthesis)	POORLY CHARACTERIZED	Function unknown
COG5346	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG1991	S	Uncharacterized protein, UPF0333 family	POORLY CHARACTERIZED	Function unknown
COG3089	S	Uncharacterized conserved protein YheU, UPF0270 family	POORLY CHARACTERIZED	Function unknown
COG2833	S	Uncharacterized conserved protein, contains ferritin-like DUF455 domain	POORLY CHARACTERIZED	Function unknown
COG5501	S	Predicted secreted protein	POORLY CHARACTERIZED	Function unknown
COG5651	S	PPE-repeat protein	POORLY CHARACTERIZED	Function unknown
COG4425	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2409	S	Uncharacterized membrane protein YdfJ, MMPL/SSD domain	POORLY CHARACTERIZED	Function unknown
COG4280	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4443	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2121	S	Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily	POORLY CHARACTERIZED	Function unknown
COG4125	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3099	S	Uncharacterized conserved protein YciU, UPF0263 family	POORLY CHARACTERIZED	Function unknown
COG1634	S	Uncharacterized Rossmann fold enzyme	POORLY CHARACTERIZED	Function unknown
COG1511	S	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	POORLY CHARACTERIZED	Function unknown
COG3726	S	Uncharacterized membrane protein affecting hemolysin expression	POORLY CHARACTERIZED	Function unknown
COG4286	S	Uncharacterized protein, UPF0160 family	POORLY CHARACTERIZED	Function unknown
COG4288	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2006	S	Uncharacterized conserved protein, DUF362 family	POORLY CHARACTERIZED	Function unknown
COG2427	S	Uncharacterized conserved protein YjgD, DUF1641 family	POORLY CHARACTERIZED	Function unknown
COG5385	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1641	S	Uncharacterized conserved protein, DUF111 family	POORLY CHARACTERIZED	Function unknown
COG3861	S	Stress response protein YsnF (function unknown)	POORLY CHARACTERIZED	Function unknown
COG2983	S	Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family	POORLY CHARACTERIZED	Function unknown
COG2258	S	Uncharacterized conserved protein YiiM, contains MOSC domain	POORLY CHARACTERIZED	Function unknown
COG2259	S	Uncharacterized membrane protein YphA, DoxX/SURF4 family	POORLY CHARACTERIZED	Function unknown
COG4642	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG4645	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1895	S	Uncharacterized protein, contains HEPN domain, UPF0332 family	POORLY CHARACTERIZED	Function unknown
COG3365	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3366	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5528	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2991	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3918	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG1286	S	Uncharacterized membrane protein, required for colicin V production	POORLY CHARACTERIZED	Function unknown
COG4544	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG3665	S	Uncharacterized conserved protein YcgI, DUF1989 family	POORLY CHARACTERIZED	Function unknown
COG3748	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5544	S	Uncharacterized conserved protein YfiM, DUF2279 family	POORLY CHARACTERIZED	Function unknown
COG4309	S	Uncharacterized conserved protein, DUF2249 family	POORLY CHARACTERIZED	Function unknown
COG1906	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3753	S	Uncharacterized conserved protein YidB, DUF937 family	POORLY CHARACTERIZED	Function unknown
COG3126	S	Uncharacterized lipoprotein YbaY	POORLY CHARACTERIZED	Function unknown
COG3755	S	Uncharacterized conserved protein YecT, DUF1311 family	POORLY CHARACTERIZED	Function unknown
COG1666	S	Uncharacterized conserved protein YajQ, UPF0234 family	POORLY CHARACTERIZED	Function unknown
COG2512	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5135	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2307	S	Uncharacterized conserved protein, Alpha-E superfamily	POORLY CHARACTERIZED	Function unknown
COG2308	S	Uncharacterized conserved protein, circularly permuted ATPgrasp superfamily	POORLY CHARACTERIZED	Function unknown
COG1916	S	Pheromone shutdown protein TraB, contains GTxH motif (function unknown)	POORLY CHARACTERIZED	Function unknown
COG1302	S	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	POORLY CHARACTERIZED	Function unknown
COG1547	S	Predicted metal-dependent hydrolase	POORLY CHARACTERIZED	Function unknown
COG3013	S	Uncharacterized protein YfbU, UPF0304 family	POORLY CHARACTERIZED	Function unknown
COG1550	S	Uncharacterized conserved protein YlxP, DUF503 family	POORLY CHARACTERIZED	Function unknown
COG3641	S	Uncharacterized membrane protein (does not regulate perfringolysin O expression)	POORLY CHARACTERIZED	Function unknown
COG2164	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4675	S	Microcystin-dependent protein  (function unknown)	POORLY CHARACTERIZED	Function unknown
COG3644	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2318	S	Uncharacterized damage-inducible protein DinB (forms a four-helix bundle)	POORLY CHARACTERIZED	Function unknown
COG3771	S	Uncharacterized membrane protein YciS, DUF1049 family	POORLY CHARACTERIZED	Function unknown
COG4196	S	Uncharacterized conserved protein, DUF2126 family	POORLY CHARACTERIZED	Function unknown
COG5436	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2322	S	Uncharacterized membrane protein YozB, DUF420 family	POORLY CHARACTERIZED	Function unknown
COG3399	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4683	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3776	S	Uncharacterized conserved protein YhhL, DUF1145 family	POORLY CHARACTERIZED	Function unknown
COG4685	S	Uncharacterized conserved protein YfaA, DUF2138 family	POORLY CHARACTERIZED	Function unknown
COG3656	S	Predicted periplasmic protein	POORLY CHARACTERIZED	Function unknown
COG1811	S	Uncharacterized membrane protein YqgA, affects biofilm formation	POORLY CHARACTERIZED	Function unknown
COG3782	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5447	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4345	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4944	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5530	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4067	S	Uncharacterized conserved protein	POORLY CHARACTERIZED	Function unknown
COG3247	S	Uncharacterized membrane protein HdeD, DUF308 family	POORLY CHARACTERIZED	Function unknown
COG3371	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4697	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2343	S	Uncharacterized conserved protein, DUF427 family	POORLY CHARACTERIZED	Function unknown
COG4072	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4828	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4354	S	Uncharacterized protein, contains GBA2_N and DUF608 domains	POORLY CHARACTERIZED	Function unknown
COG5458	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3296	S	Uncharacterized conserved protein, Tic20 family	POORLY CHARACTERIZED	Function unknown
COG3421	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4365	S	Uncharacterized protein YllA, UPF0747 family	POORLY CHARACTERIZED	Function unknown
COG4077	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4835	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3801	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4709	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3056	S	Uncharacterized lipoprotein YajG	POORLY CHARACTERIZED	Function unknown
COG4378	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4840	S	Uncharacterized protein YfkK, UPF0435 family	POORLY CHARACTERIZED	Function unknown
COG4241	S	Uncharacterized conserved protein YybS, DUF2232 family	POORLY CHARACTERIZED	Function unknown
COG4243	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4715	S	Uncharacterized conserved protein, contains Zn finger domain	POORLY CHARACTERIZED	Function unknown
COG4716	S	Myosin-crossreactive antigen  (function unknown)	POORLY CHARACTERIZED	Function unknown
COG3811	S	Uncharacterized protein YjhX, UPF0386 family	POORLY CHARACTERIZED	Function unknown
COG5615	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4848	S	Uncharacterized protein YtpQ, UPF0354 family	POORLY CHARACTERIZED	Function unknown
COG4094	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG5618	S	Predicted periplasmic lipoprotein	POORLY CHARACTERIZED	Function unknown
COG3949	S	Uncharacterized membrane protein YkvI	POORLY CHARACTERIZED	Function unknown
COG3817	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4253	S	Uncharacterized conserved protein, DUF2345 family	POORLY CHARACTERIZED	Function unknown
COG1849	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4255	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5330	S	Uncharacterized conserved protein, DUF2336 family	POORLY CHARACTERIZED	Function unknown
COG4728	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1238	S	Uncharacterized membrane protein YqaA, SNARE-associated domain	POORLY CHARACTERIZED	Function unknown
COG4731	S	Uncharacterized conserved protein, DUF2147 family	POORLY CHARACTERIZED	Function unknown
COG3825	S	Uncharacterized conserved protein,  contains von Willebrand factor type A (vWA) domain	POORLY CHARACTERIZED	Function unknown
COG4729	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5584	S	Predicted small secreted protein	POORLY CHARACTERIZED	Function unknown
COG1738	S	Uncharacterized PurR-regulated membrane protein YhhQ, DUF165 family	POORLY CHARACTERIZED	Function unknown
COG3410	S	Uncharacterized protein, DUF2075 family	POORLY CHARACTERIZED	Function unknown
COG2340	S	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	POORLY CHARACTERIZED	Function unknown
COG5349	S	Uncharacterized conserved protein, DUF983 family	POORLY CHARACTERIZED	Function unknown
COG2108	S	Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme	POORLY CHARACTERIZED	Function unknown
COG5345	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4269	S	Uncharacterized membrane protein YjgN, DUF898 family	POORLY CHARACTERIZED	Function unknown
COG5642	S	Uncharacterized conserved protein, DUF2384 family	POORLY CHARACTERIZED	Function unknown
COG3586	S	Predicted transport protein	POORLY CHARACTERIZED	Function unknown
COG4872	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG2237	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4746	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3212	S	Uncharacterized membrane protein YkoI	POORLY CHARACTERIZED	Function unknown
COG1504	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4278	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG1751	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5368	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2968	S	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain	POORLY CHARACTERIZED	Function unknown
COG2412	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5375	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG2245	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG4003	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5510	S	Predicted small secreted protein	POORLY CHARACTERIZED	Function unknown
COG4004	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5514	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4885	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG3856	S	Small basic protein (function unknown)	POORLY CHARACTERIZED	Function unknown
COG4009	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4890	S	Predicted outer membrane lipoprotein	POORLY CHARACTERIZED	Function unknown
COG4013	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5388	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG5389	S	Uncharacterized protein	POORLY CHARACTERIZED	Function unknown
COG4769	S	Uncharacterized membrane protein	POORLY CHARACTERIZED	Function unknown
COG3487	S	Uncharacterized iron-regulated protein	POORLY CHARACTERIZED	Function unknown
